text,source,category,class
সময়োপযোগী দারুণ লেখা। জাযাকাল্লাহ,bangla_comment_dataset,Safe,Safe
হাগা আটকাইয়া গেছে আরিপ্পার!!,toxic_comments,Unsafe,Harmful
Cut girl,Facebook,Unsafe,Harmful
আপু তুমি কারোর কথায় কান দিও না,bangla_comment_dataset,Safe,Safe
"The Talking Bro
",Facebook,Unsafe,Harmful
এটা আবার কেমন গেম,Facebook,Unsafe,Adult
ইফতারি তে কচু খেয়ে আসছে হারামজাডা!!,toxic_comments,Unsafe,Harmful
পাপন কে পাপন খেলার কি বুঝে পাপন কে একদিন জুতা পেটা করা দরকার খানকির বাচ্চা শালা বানদির বাচ্চা তুই আর কতো মানুষের গালা গাল শুনবি মাঝে মাঝে বাংলার মানুষের মুখে হাসি পায় তোর কর্ম কানডো দেখে বাংলার মানুষ তোকে এতো গালা গাল দেয় তবুও তোর লজজা হয় না শালা বানদির বাচ্চা তোকে বাংলার জনগণ আবারো বলছে সময় থাকতে ভালো হয়ে যা সময় তোর এখন তাই যা খুশি তাই করতেছিস কিনতু একদিন জনগণের সময় আসবে তখন যে তোর কপালে কি আছে শালা বাইনচোদ তোকে আর গালা গালি করে কি হবে শালা বানদির বাচ্চা তোকে তো লজজা সরমের পানি দিয়ে ধোয়ায় নি শ,bengali_hate,Unsafe,Harmful
চু*মারানী মাগি,toxic_comments,Unsafe,Adult
চুদির ভাই,toxic_comments,Unsafe,Adult
বাংলা দেশের লোকের কী এতো রুচি খারাপ,bangla_comment_dataset,Safe,Safe
"মানুষ তখনই কাঁদে, যখন নিজের মনের সাথে যুদ্ধ করে হেরে যায়।",BanglaSAPM,Unsafe,Suicidal
আপনার এখনো মনে হচ্ছে আপনি কোন ভুল করেনিআল্লাহ আপনাকে হেদায়েত দিক আমিন,bangla_comment_dataset,Safe,Safe
কতডা আচোদার মত লাগতেছে তোরে তুই যানোস।,toxic_comments,Unsafe,Harmful
খানিকর পোলা,toxic_comments,Unsafe,Adult
মাগি তর কি বড় ভাই নাই। তার সাথে ও ত খারাপ কাজ করতে পারিস,bengali_hate,Unsafe,Adult
ওই প্রেম যে করে সে জানে,Instagram,Safe,Safe
আগামি দিনে বাংলা সিনেমায় উজ্জল নক্ষত্র হিসেবে তোমাকেই দেখতে চাই।,bangla_comment_dataset,Safe,Safe
তুই রাজাকার!,toxic_comments,Unsafe,Harmful
এভাবেই মুখোশের আড়ালে রাখতে হয় নিজের দুঃখগুলো যা সবাই পারেনা,BanglaSAPM,Unsafe,Suicidal
হিরো আলম ভাই তুমি এগিয়ে চলো আমরা আছি তোমার পাশে BOSS,bangla_comment_dataset,Safe,Safe
মানসিক শান্তি কোথায় গেলে পাওয়া যায়? কেউ বলতে পারবেন।,BanglaSAPM,Unsafe,Suicidal
তাইর FB আইডির লিংটা থাকলে কেউ দেও!আনেক দিন কাউকে রিপোর্ট মারি নি☺,bangla_comment_dataset,Safe,Safe
সারাদিন তাবিজ পারুকের কাছে পুটকি ভাড়া দিয়ে টাকা উপার্জন করে দিনশেষে খাবার সামনে নিয়ে স্বস্তির নিশ্বাস ফেললেন আরিপ,toxic_comments,Unsafe,Adult
শইতান দালাল,toxic_comments,Unsafe,Harmful
"বাবা,আমি তোমার বাবু।বাবা আজ ২৫ শে জুন।একমাস হয়ে গেলো তোমাকে ছাড়া আমরা একা আছি😭 এখনো মনে হয়না  তুমি নাই । তুমি আবার আসবে,আবার সবকিছু  আগের মতো হবে। আজ শনিবার তুমি এইসময়তো আমাকে কোচিং এ নিয়ে যেতে।আমিতো আর পারবোনা না তোমার সাথে কোচিং এ যেতে।😭

বাবা তোমাকে ছাড়া চারিদিকে ফাঁকা ফাঁকা লাগে।তোমাকে ছাড়া কিছুই ভালো লাগছে না বাবা।তুমি যদি একটিবারের জন্য আসতে আমাদের কাছে।বড় জেঠু,সেজ জেঠু।মামা,মামী,দিদিরা সবাই আসে দেখতে,খোঁজখবর নেয়।কিন্তু  তোমাকে দেখতে  পাইনা বাবা😭পড়তে বসলে,অংক করতে গেলে  তোমার কথা  খুব বেশি  মনে পড়ে বাবা।পড়তেও ঠিকমতো মন বসছে না।বাবা আমি পড়তে বসলে তুমি এসে  মাথায় হাত বুলিয়ে দিতে আর বলতে good good পড় বাবা।এখন  আর তুৃমি এসে বলবে না আর হাতও বুলাবে না। আমি এগুলো কিভাবে ভুলব বাবা😭কয়েক দিন আগে father's  day গেছে।তুমি তো গতবছর এই fathers day তে ছিলে কিন্তু এবার ছিলে না। মন ভালো লাগে নাই তাই কিছু লিখি নাই। বাবা আবার বলতে তুমি বাবা থাকতে কোন চিন্তা করতে করতে না।এখন কোথায়  তুমি বাবা।😭 বাবা বড়দার বিয়ে শেষে  দিদিরা সহ আমরা যখন ঢাকায় আসছিলাম তখন মুগ্ধ আর আমি লঞ্চে একটি জায়গায় খেলার জন্য গেছিলাম তখন তুমি  বলে ছিলে ওখানে যেওনা পড়ে  যাবে।এখন কে বলবে একথা বাবা।😭বাবা মুগ্ধও তোমার জন্য মন খারাপ করে😥  বাবা আমরা স্কুল থেকে বাসায় আসলে প্রতিদিন ফোন করে খবর  নিতে ঠিক মত  বাসায় আসছি কিনা।এখন  তো আর ফোন করবেনা।আর তোমার ফোন থেকে  কোন  ফোন  আসবেনা।১ মাস হয়ে গেল স্কুল যাই না।অর্ধবাষিক পরীক্ষাও দিতে  পারলামনা।বাবা আমি মোবাইলে দেখেছি অনেকেই বলে বাবা মানে বটবৃক্ষের ছায়া, আর বাবা মানে মাথার ছাদ যার ছায়ায়  সন্তানেরা নিরাপদ থাকে। এখন বাবা তুমি তো নেই আমরা এখন কিভাবে  থাকবো। বাবা তুমাকে ছাড়া থাকতে আমার খুব  অস্থির  লাগে।ওপারে খুব ভালো থেকো  বাবা....",BanglaSAPM,Safe,Safe
